20000	-45.0055555555556
20020	-44.9842105263158
20040	-44.9160000000000
20060	-44.8120000000000
20080	-44.6780000000000
20100	-44.4984210526316
20120	-44.2320000000000
20140	-43.9180000000000
20160	-43.6200000000000
20180	-43.4815000000000
20200	-43.5161111111111
20220	-43.6405263157895
20240	-43.8077777777778
20260	-44.1862500000000
20280	-44.7905263157895
20300	-45.4194117647059
20320	-45.9268421052632
20340	-46.3681250000000
20360	-46.5760000000000
20380	-46.4505263157895
20400	-46.1057894736842
20420	-45.6370588235294
20440	-45.2928571428571
20460	-45.6394117647059
20480	-46.4140000000000
20500	-46.9681250000000
20520	-46.6087500000000
20540	-45.4805882352941
20560	-44.2675000000000
20580	-43.3672727272727
20600	-42.7185000000000
20620	-42.3726086956522
20640	-42.3900000000000
20660	-42.6300000000000
20680	-42.9328571428571
20700	-43.3910526315790
20720	-43.8989473684211
20740	-44.2947368421053
20760	-44.5200000000000
20780	-44.6931578947368
20800	-44.9089473684211
20820	-45.1575000000000
20840	-45.3700000000000
20860	-45.6094117647059
20880	-46.0133333333333
20900	-46.4952941176471
20920	-47.0288235294118
20940	-47.5323529411765
20960	-47.6588235294118
20980	-47.2500000000000
21000	-46.6666666666667
21020	-46.2800000000000
21040	-45.9890476190476
21060	-45.6519047619048
21080	-45.2726315789474
21100	-45.0200000000000
21120	-45.1022222222222
21140	-45.5700000000000
21160	-46.0815789473684
21180	-46.2750000000000
21200	-46.0277777777778
21220	-45.5173684210526
21240	-45.0350000000000
21260	-44.7727272727273
21280	-44.7480000000000
21300	-44.9333333333333
21320	-45.1366666666667
21340	-45.2590909090909
21360	-45.3275000000000
21380	-45.4021052631579
21400	-45.5663157894737
21420	-45.7768421052632
21440	-45.8330000000000
21460	-45.6366666666667
21480	-45.2457894736842
21500	-44.8300000000000
21520	-44.4717391304348
21540	-44.1918181818182
21560	-44.0780000000000
21580	-44.2350000000000
21600	-44.5552380952381
21620	-44.9620000000000
21640	-45.5110526315790
21660	-46.2488235294118
21680	-46.9758823529412
21700	-47.3094444444444
21720	-47.2452941176471
21740	-47.0144444444445
21760	-46.8000000000000
21780	-46.6047368421053
21800	-46.3205263157895
21820	-45.8160000000000
21840	-45.1500000000000
21860	-44.5584210526316
21880	-44.2947619047619
21900	-44.3554545454545
21920	-44.5790909090909
21940	-44.7700000000000
21960	-44.7526086956522
21980	-44.5800000000000
22000	-44.3481818181818
22020	-44.1247826086957
22040	-43.9312500000000
22060	-43.7640000000000
22080	-43.6200000000000
22100	-43.4283333333333
22120	-43.2500000000000
22140	-43.1330434782609
22160	-43.0975000000000
22180	-43.1475000000000
22200	-43.3077272727273
22220	-43.6622727272727
22240	-44.1056000000000
22260	-44.5709090909091
22280	-44.9428571428571
22300	-45.1726315789474
22320	-45.3600000000000
22340	-45.6078947368421
22360	-45.7740000000000
22380	-45.6544444444444
22400	-45.2980000000000
22420	-45.0244444444445
22440	-45.0300000000000
22460	-45.2094444444444
22480	-45.3933333333333
22500	-45.5076190476190
22520	-45.4680000000000
22540	-45.3177777777778
22560	-45.2760000000000
22580	-45.4500000000000
